AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,P700I,P701$01,P701$02,P701$03,P701$04,P701$05,P701$10,P701$06,P701$07,P701$08,P701$09,P710I,P710$01,P710$02,P710$03,P710$04,P710$05,P710$06,P710$07,P710$08,P710$10,P710$11,P710$12,P710$13,P710$14,P710$15,P710$20,P710$21,P710$28,P710$29,P710$33,P710$34,TICUEST01,FACTOR
2025,08,019634,018,11,220101,7,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1043.66539260094
2025,08,019634,029,11,220101,7,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1043.66539260094
2025,08,019634,040,11,220101,7,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1043.66539260094
2025,08,019634,052,11,220101,7,3,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019634,064,11,220101,7,3,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019637,013,11,220101,7,3,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019637,031,11,220101,7,3,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019637,049,11,220101,7,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019637,067,11,220101,7,3,01,0,0,0,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019637,121,13,220101,7,3,04,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019637,121,23,220101,7,3,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,786.662789672959
2025,08,019637,121,33,220101,7,3,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019637,158,11,220101,7,3,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019637,176,11,220101,7,3,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019654,003,11,220804,7,4,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019654,030,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019654,041,11,220804,7,4,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019654,051,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019654,055,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019654,058,11,220804,7,4,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019671,010,11,220502,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019671,030,11,220502,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019671,050,11,220502,7,5,02,1,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019671,093,11,220502,7,5,02,1,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019671,113,11,220502,7,5,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1043.66539260094
2025,08,019671,129,11,220502,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019676,032,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1048.88371956395
2025,08,019676,051,11,220804,7,4,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1048.88371956395
2025,08,019676,070,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1048.88371956395
2025,08,019676,089,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019676,108,11,220804,7,4,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019676,125,11,220804,7,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019680,013,11,220802,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019680,028,11,220802,7,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1043.66539260094
2025,08,019680,043,11,220802,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019680,072,11,220802,7,5,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019680,100,11,220802,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019680,129,11,220802,7,5,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019708,057,11,220510,7,7,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,541.82842390475
2025,08,019708,058,11,220510,7,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,541.82842390475
2025,08,019708,059,11,220510,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019708,060,11,220510,7,7,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019708,327,11,220510,7,7,01,0,0,1,1,0,0,0,0,0,0,01,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,541.82842390475
2025,08,019708,330,11,220510,7,7,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,541.82842390475
2025,08,019708,331,11,220510,7,7,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019708,334,11,220510,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,541.82842390475
2025,08,019710,009,11,220405,7,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.82842390475
2025,08,019710,027,11,220405,7,6,01,1,0,1,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,541.82842390475
2025,08,019710,037,11,220405,7,6,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019710,055,11,220405,7,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,541.82842390475
2025,08,019710,065,11,220405,7,6,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019710,082,11,220405,7,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.82842390475
2025,08,019710,092,11,220405,7,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,541.82842390475
2025,08,019724,028,11,220909,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019724,051,11,220909,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1048.88371956395
2025,08,019724,070,11,220909,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019724,114,11,220909,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1048.88371956395
2025,08,019724,158,11,220909,7,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019729,014,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,786.662789672959
2025,08,019729,026,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,786.662789672959
2025,08,019729,055,11,220901,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,786.662789672959
2025,08,019729,071,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019729,101,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,786.662789672959
2025,08,019729,117,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019729,145,11,220901,7,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019729,157,11,220901,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019747,004,11,220901,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019747,037,11,220901,7,2,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,786.662789672959
2025,08,019747,054,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019747,073,11,220901,7,2,01,0,0,0,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,786.662789672959
2025,08,019747,090,12,220901,7,2,01,1,0,0,0,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019747,090,22,220901,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019747,106,11,220901,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019747,135,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,786.662789672959
2025,08,019747,153,13,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019747,153,23,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019747,153,33,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,786.662789672959
2025,08,019750,020,11,220901,7,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019750,048,11,220901,7,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019750,062,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019750,076,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019750,088,11,220901,7,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,786.662789672959
2025,08,019750,103,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,786.662789672959
2025,08,019750,117,11,220901,7,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,786.662789672959
2025,08,019766,001,11,220201,7,5,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019766,026,12,220201,7,5,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019766,026,22,220201,7,5,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019766,049,11,220201,7,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019766,071,11,220201,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019766,096,11,220201,7,5,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,08,019766,118,11,220201,7,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,08,019775,007,11,220913,7,5,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019775,017,11,220913,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019775,031,11,220913,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019775,043,11,220913,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043.66539260094
2025,08,019775,056,11,220913,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019775,079,11,220913,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019796,009,12,220202,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019796,009,22,220202,7,5,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1043.66539260094
2025,08,019796,027,11,220202,7,5,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019796,064,11,220202,7,5,01,0,0,1,1,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019796,083,11,220202,7,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019796,103,11,220202,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1043.66539260094
2025,08,019796,122,11,220202,7,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1043.66539260094
2025,08,019808,029,11,220909,7,7,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.828423904751
2025,08,019808,030,11,220909,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.828423904751
2025,08,019808,031,11,220909,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.828423904751
2025,08,019808,032,11,220909,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.828423904751
2025,08,019808,109,11,220909,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.828423904751
2025,08,019808,110,11,220909,7,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.828423904751
2025,08,019808,111,11,220909,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.828423904751
2025,08,019808,112,11,220909,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.828423904751
2025,08,019816,209,11,220203,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019816,210,11,220203,7,7,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,541.82842390475
2025,08,019816,211,11,220203,7,7,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019816,212,11,220203,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,541.82842390475
2025,08,019816,696,11,220203,7,7,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,541.82842390475
2025,08,019816,697,11,220203,7,7,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,541.82842390475
2025,08,019816,698,11,220203,7,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.82842390475
2025,08,019816,699,11,220203,7,7,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,541.82842390475
2025,08,019858,018,11,230110,3,2,01,0,0,1,0,0,0,0,0,0,0,01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,582.854274937743
2025,08,019858,037,11,230110,3,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,582.854274937743
2025,08,019858,053,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,582.854274937743
2025,08,019858,068,11,230110,3,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,582.854274937743
2025,08,019858,085,11,230110,3,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,582.854274937743
2025,08,019858,100,11,230110,3,2,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,582.854274937743
2025,08,019868,013,12,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,437.140706215074
2025,08,019868,013,22,230110,3,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019868,030,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019868,037,11,230110,3,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,437.140706215074
2025,08,019868,057,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019868,069,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019868,087,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019868,102,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019868,130,11,230110,3,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,437.140706215074
2025,08,019880,001,11,230101,3,2,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,443.396744932514
2025,08,019880,011,11,230101,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,443.396744932514
2025,08,019880,030,11,230101,3,2,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,443.396744932514
2025,08,019880,039,11,230101,3,2,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,443.396744932514
2025,08,019880,051,11,230101,3,2,04,0,0,0,0,0,0,0,0,0,1,04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,443.396744932514
2025,08,019902,036,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,576.44928290546
2025,08,019902,050,11,230110,3,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,576.44928290546
2025,08,019902,079,11,230110,3,2,03,0,0,0,0,0,0,0,0,0,1,03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,576.44928290546
2025,08,019902,094,11,230110,3,2,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,576.44928290546
2025,08,019902,122,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,576.44928290546
2025,08,019915,015,11,230110,3,2,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,576.44928290546
2025,08,019915,032,11,230110,3,2,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,576.44928290546
2025,08,019915,049,11,230110,3,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,576.44928290546
2025,08,019915,058,11,230110,3,2,03,0,0,0,0,0,0,0,0,0,1,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,576.44928290546
2025,08,019915,068,11,230110,3,2,01,0,0,0,1,0,0,0,0,0,0,00, , , , , , , , , , , , , , , , , , , , ,2,576.44928290546
